Accuracy,Precision_macro,Recall_macro,F1_macro,ConfusionMatrix,Model
0.9960112623181605,0.9936971807714938,0.9930816383767366,0.9933847277502117,"[[17970, 0, 35, 0], [0, 2909, 19, 7], [20, 18, 7127, 0], [0, 18, 2, 1709]]",RandomForest
0.9938660588590199,0.9893181977006108,0.9889289890814705,0.989071383744006,"[[17958, 0, 47, 0], [0, 2844, 57, 34], [23, 12, 7130, 0], [0, 10, 0, 1719]]",XGBoost
